,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,nutrient_score
90,시작,B단호박크림스프,B검은깨두유(150ml),B멜론(75g),S사과(75g),S참외(100g),현미밥(55),어묵국,골뱅이무침,양배추샐러드,석박지,S노란시루떡,S(우유제외)고구마쉐이크,현미밥(55),버섯부추국,닭살구이,진미채초무침,배추김치,종료,15
91,시작,B단호박꿀찜,B(우유제외)수제바나나두유,B멜론(50g),S사과(35g),S멜론(50g),현미밥(55),차돌얼갈이국,유부맛살숙주무침,감자당근채볶음,단배추물김치,S치즈머핀,S우유(100ml),현미밥(55),동태살국,옥수수채소튀김,땅콩우엉무침,열무물김치,종료,13
92,시작,B아욱된장죽,B(우유제외)바나나쉐이크,B사과(35g),S복숭아(60g),S멜론(50g),율무밥(55),건새우감자국,오징어새우볶음,브로콜리무침,열무물김치,S으깬견과류고구마샐러드(요거트),S우유(200ml),율무밥(55),동태살국,(저염·저당)메추리알장조림,애호박볶음,비트초절이,종료,12
93,시작,B꿀떡,B(우유제외)수제블루베리우유,B멜론(50g),S참외(50g),S블루베리(50g),현미밥(55),동태살국,오징어채소볶음,브로콜리무침,열무물김치,S마늘빵,S우유(200ml),현미밥(63),멸치장국,애호박생선살찜,얼갈이나물,나박김치,종료,13
94,시작,B소고기주먹밥,B두유(100ml),B사과(35g),S수박(100g),S사과(35g),씻은김치볶음밥,동태살무국,고구마연근맛탕,청경채나물,나박김치,S가래떡구이,S둥글레차,현미밥(55),아욱우렁된장국,탕평채무침,애호박볶음,석박지,종료,13
95,시작,B참나물유부초밥,B수제딸기우유,B멜론(50g),S복숭아(60g),S멜론(50g),쌀밥(40),해물탕,애호박생선살찜,진미채초무침,나박김치,S(우유제외)토마토스파게티,S보리차,쌀밥(40),팽이장국,매콤낙지채소볶음,애호박볶음,석박지,종료,15
96,시작,B연두부샐러드(오리엔탈드레싱),B바나나쉐이크,S사과(35g),S멜론(50g),S복숭아(60g),율무밥(55),차돌얼갈이국,매콤주꾸미볶음,브로콜리무침,단배추물김치,S슈크림빵,S보리차,율무밥(63),동태살국,옥수수채소튀김,호박고지나물,열무물김치,종료,13
97,시작,B치즈게살죽,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S사과(35g),S복숭아(황도)-80g,찹쌀팥밥(63),콩가루얼갈이배추국,으깬두부채소전,해초볶음,열무물김치,S증편(40g),S식혜,찹쌀팥밥(63),두부새우젓국,탕평채무침,새싹채소샐러드,나박김치,종료,12
98,시작,B채소전,B떠먹는요구르트(100ml),B사과샐러드(마요네즈),S자두(50g),S멜론(50g),찹쌀팥밥(63),멸치장국,애호박생선살찜,배추겉절이,오이소박이김치,S채소찐빵,S보리차,찹쌀팥밥(63),오징어숙주국,참치어묵조림,브로콜리무침,배추김치,종료,12
99,시작,B소고기미역죽,B(우유제외)수제바나나두유,B배(50g),S멜론(50g),S복숭아(황도)-80g,보리밥(63),다슬기된장국(올갱이국),시금치두부전,얼갈이나물,갓김치,S크림떡볶이,S보리차,보리밥(63),얼갈이맑은국,삼치무조림,뱅어포구이,배추김치,종료,15
100,시작,B옥수수치즈스프,B두유(100ml),B멜론(50g),S사과(35g),S참외(50g),완두콩밥(55),홍합미역국,온두부찜,얼갈이된장나물,비트초절이,S찐고구마,S우유(200ml),완두콩밥(55),북어달걀국,오징어채소볶음,건파래자반,오이소박이김치,종료,13
101,시작,B으깬견과류고구마샐러드(요거트),B과일연두부스무디,B복숭아(60g),S호두,S사과(35g),팥밥(55),동태살국,찹스테이크,건새우애호박볶음,나박김치,S단팥빵,S보리차,돼지고기굴소스덮밥,실파장국,옥수수치즈전,진미채초무침,석박지,종료,11
102,시작,B치즈게살죽,B두유(100ml),B멜론(50g),S참외(50g),S멜론(50g),차조밥(55),동태맑은국,옥수수채소튀김,브로콜리무침,단배추물김치,S(우유제외)토마토스파게티,S매실쥬스,차조밥(55),두부새우젓국,애호박생선살찜,무미역무침,열무김치,종료,14
103,시작,B양파치즈스프,B(우유제외)수제바나나두유,B멜론(50g),S자두(50g),S멜론(50g),찹쌀보리밥(63),동태살무국,옥수수채소튀김,매콤숙주미나리무침,비트초절이,S시금치견과류주먹밥,S둥글레차,찹쌀보리밥(63),팽이장국,미역귀튀각,무미역생채,배추김치,종료,15
104,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B참외(50g),S복숭아(천도)-60g,S멜론(50g),찹쌀현미밥(63),동태살무국,참치어묵조림,브로콜리무침,배추김치,S(우유제외)수제멸치과자,S보리차,찹쌀현미밥(55),오징어숙주국,돼지고기굴소스볶음,애호박볶음,배추김치,종료,12
105,시작,B소고기미역죽,B떠먹는요구르트(100ml),B복숭아(60g),S사과(100g),S멜론(50g),잡곡밥(55),실파장국,파돼지불고기,건새우애호박볶음,오이소박이김치,S으깬견과류고구마샐러드(요거트),S보리차,잡곡밥(55),동태살무국,참치어묵조림,쑥갓나물,나박김치,종료,15
106,시작,B(우유제외)브로콜리스프,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S(우유제외)과일화채,S사과(100g),밤콩밥(55),맑은애호박국,(저염)갈치조림,미니새송이버섯볶음,배추김치,S닭영양죽,S검은깨두유(200ml),옥수수밥(63),부추맑은국,삼치카레구이,옥수수버터구이,열무물김치,종료,12
107,시작,B주먹밥,B검은깨두유(150ml),B청포도(100g),S당근스틱,S참외(50g),파프리카유부초밥,두부새우젓국,아몬드달걀찜,청포묵숙주김무침,단무지,S호박죽,S과일연두부스무디,밤찹쌀팥밥(63),대파감자국,삼치무조림,뱅어포구이,나박김치,종료,13
108,시작,B치즈,B두유(100ml),B복숭아(60g),S사과(35g),S멜론(50g),옥수수밥(55),호박감자수제비국,라조기,곤드레나물볶음,오이소박이김치,S단호박설기,S둥글레차,옥수수밥(63),동태살무국,닭고기냉채,건새우애호박볶음,비트초절이,종료,15
109,시작,B소고기미역죽,B두유(100ml),B복숭아(60g),S복숭아(60g),S멜론(50g),찰현미밥(55),두부젓국찌개,옥수수채소튀김,과일샐러드(요거트드레싱),배추김치,S크림떡볶이,S둥글레차,찰현미밥(55),S참외(100g),연두부찜,동초무침,단배추물김치,종료,13
110,시작,B고구마경단,B두유(150ml),B멜론(50g),S자두(50g),S사과(35g),현미밥(63),콩가루얼갈이배추국,소고기양배추조림,매쉬드포테이토,열무물김치,S치즈머핀,S토마토주스,현미밥(63),두부새우젓국,(저염)갈치조림,동초무침,나박김치,종료,14
111,시작,B치즈스틱,B(우유제외)수제바나나두유,B복숭아(80g),S사과(35g),S복숭아(황도)-60g,쌀밥(63),감자된장국,(저염)갈치조림,상추오이무침,나박김치,S절편(40g),S오미자아이스크림,쌀밥(63),해물탕,고구마연근맛탕,참치양파볶음,콜라비나박김치,종료,15
112,시작,B으깬견과류고구마샐러드(요거트),B요구르트,B참외(50g),S복숭아(60g),S멜론(50g),현미밥(55),근대국,돼지고기카레볶음,도라지나물,나박김치,S으깬견과류고구마샐러드(요거트),S오미자차,김치햄볶음밥,닭고기채소찌개,새우살크림소스볶음,건파래자반,열무물김치,종료,12
113,시작,B소고기타락죽,B요구르트,B복숭아(60g),S사과(35g),S멜론(50g),보리밥(55),모듬버섯찌개,오리훈제구이,진미채초무침,열무물김치,S멸치주먹밥,S둥글레차,보리밥(55),건새우시금치국,라조기,브로콜리무침,비트초절이,종료,13
114,시작,B브로콜리크림스프,B두유(150ml),B수박(100g),S참외(50g),S멜론(100g),밤밥(55),오징어찌개,오리훈제구이,무화과땅콩조림,나박김치,S약식,S검은깨두유(100ml),밤밥(55),쑥갓어묵탕,닭다리카레찜,양배추볶음,동치미,종료,15
115,시작,B으깬견과류고구마샐러드(요거트),B두유(100ml),B복숭아(60g),S(우유제외)수박화채,S멜론(100g),검정콩밥(55),유부쑥갓맑은국,(저염)갈치조림,동초무침,오이소박이김치,S샌드위치,S보리차,검정콩밥(55),실파장국,칠리새우,과일샐러드(요거트드레싱),배추김치,종료,13
116,시작,B소보로빵,B복숭아호두스무디,B사과(35g),S아몬드,S사과(50g),현미밥(55),다슬기된장국,돼지고기카레볶음,시금치나물,열무물김치,S채소찐빵,S코코아,현미밥(55),안매운김치국,참치양파볶음,가지구이,비트초절이,종료,15
117,시작,B(우유제외)아몬드스프,B요구르트,B사과(35g),S복숭아(백도)-80g,S사과(35g),콩나물밥,양송이된장국,닭살구이,동초무침,단배추물김치,S버터감자구이,S쌀음료,검정콩밥(55),미니유부우동,새우버터구이,팽이버섯나물,깻잎김치,종료,15
118,시작,B치즈머핀,B고구마쉐이크,B사과(35g),S자두(50g),S멜론(50g),감자밥(63),실파장국,매콤오징어볶음,상추겉절이,열무물김치,S파프리카유부초밥,S식혜,감자밥(63),꼬막된장찌개,오징어채소볶음,단호박구이,비트초절이,종료,13
119,시작,B옥수수치즈스프,B(우유제외)수제바나나두유,B참외(50g),S사과(35g),S복숭아(60g),찹쌀팥밥(55),대파감자국,당면김말이튀김,시래기볶음나물,비트초절이,S크림떡볶이,S우유(200ml),찹쌀팥밥(55),얼갈이배추국,연근감자전,참나물간장무침,배추김치,종료,10
120,시작,B밤설기(40g),B고구마쉐이크,B복숭아(60g),S복숭아(60g),S사과(35g),밤찹쌀팥밥(55),유부쑥갓맑은국,두부톳무침,감자당근채볶음,배추김치,S슈크림빵,S우유(200ml),밤찹쌀팥밥(55),동태살무국,삼겹살구이,사과미나리무침,배추김치,종료,13
121,시작,B찐밤,B요구르트,B복숭아(천도)-80g,S아몬드,S멜론퓨레,고구마밥(55),온도토리묵국,동태포전,실곤약간장채소무침,동치미,S녹차밤양갱,S오미자아이스크림,볶음우동,쑥갓어묵탕,훈제오리구이,파래무침,얼갈이배추김치,종료,15
122,시작,B치즈스틱,B(우유제외)수제바나나두유,B복숭아(80g),S블루베리고구마샐러드,S멜론(100g),밤밥(55),오징어숙주국,닭가슴살부추무침,채소샐러드,나박김치,S단호박설기,S둥글레차,밤밥(55),동태맑은국,두부냉채,참치피망볶음,비트초절이,종료,12
123,시작,B치즈머핀,B검은콩두유(100ml),B복숭아(황도)-60g,S사과(35g),S복숭아(60g),고구마밥(63),차돌얼갈이국,쑥갓두부무침,호박고지나물,단배추물김치,S카카오올리브케익,S매실쥬스,고구마밥(63),오징어숙주국,소고기브로콜리조림,진미채초무침,열무물김치,종료,14
124,시작,B(우유제외)당근스프,B두유(100ml),B참외(50g),S자두(50g),S멜론(50g),찹쌀현미밥(63),모듬버섯찌개,감자부추전,애호박볶음,비트초절이,S크림떡볶이,S매실차,찹쌀현미밥(63),얼갈이배추국,고구마연근맛탕,새싹채소샐러드,나박김치,종료,11
125,시작,B생선죽,B검은깨두유(100ml),B사과(50g),S복숭아(황도)-80g,S멜론(50g),찰현미밥(63),두부콩나물국,닭살데리야끼구이,청경채나물,나박김치,S단호박구이,S검은깨두유(100ml),찰현미밥(55),미니유부우동,두부톳무침,동초무침,석박지,종료,15
126,시작,B양파치즈스프,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S블루베리고구마샐러드,S복숭아(천도)-60g,쌀밥(40),동태살무국,라조기,호박고지나물,나박김치,S쌀과자,S보리차,쌀밥(40),해물탕,매콤주꾸미볶음,감자당근채볶음,석박지,종료,15
127,시작,B치즈,B(우유제외)바나나쉐이크,B참외(50g),S복숭아(60g),S블루베리고구마샐러드,밤찹쌀팥밥(63),오징어숙주국,시금치두부전,애호박건새우볶음,단배추물김치,S단팥빵,S매실쥬스,밤찹쌀팥밥(55),동태맑은국,참치어묵조림,새싹채소샐러드,배추김치,종료,12
128,시작,B새우치즈죽,B검은깨두유(200ml),B방울토마토(35g),S사과(35g),S참외(50g),쌀밥(40),차돌얼갈이국,매콤낙지채소볶음,더덕사과무침,단배추물김치,S(우유제외)토마토스파게티,S매실쥬스,쌀밥(40),동태살국,훈제오리양파볶음,브로콜리무침,열무김치,종료,15
129,시작,B볶음현미죽,B고구마쉐이크,B복숭아(60g),S당근스틱,S멜론(50g),밤찹쌀팥밥(55),배추된장국,돼지고기간장불고기,사과미나리무침,열무물김치,S단팥빵,S보리차,밤찹쌀팥밥(55),애호박맑은국,오징어굴소스볶음,사과미나리무침,배추김치,종료,12
130,시작,B소고기스프,B고구마쉐이크,B복숭아(60g),S참외(100g),S사과(35g),현미밥(63),동태살무국,고구마연근맛탕,사과미나리무침,배추김치,S연두부샐러드(오리엔탈드레싱),S보리차,현미밥(63),애호박맑은국,닭고기냉채,브로콜리무침,열무물김치,종료,12
131,시작,B감자된장죽,B고구마쉐이크,B복숭아(60g),S사과(35g),S멜론(50g),참나물유부초밥,팽이장국,채소비빔소면,건새우애호박볶음,열무물김치,S치즈머핀,S매실쥬스,찹쌀현미밥(55),동태살국,매콤낙지채소볶음,애호박볶음,나박김치,종료,14
132,시작,B절편(40g),B과일연두부스무디,B복숭아(60g),S복숭아(60g),S사과(35g),밤밥(55),오징어숙주국,해산물부추전,건새우애호박볶음,석박지,S치즈머핀,S우유(200ml),밤밥(55),실파장국,삼치무조림,감자당근채볶음,오이소박이김치,종료,11
133,시작,B치즈,B두유(100ml),B사과(100g),S복숭아(황도)-80g,S참외(50g),소고기카레라이스,실파무채국,오리훈제구이,가지양념무침,열무물김치,S단호박샐러드(마요네즈),S(우유제외)고구마쉐이크,밤콩밥(63),부추맑은국,매콤주꾸미볶음,실곤약간장채소무침,깍두기,종료,15
134,시작,B아욱죽,B두유(150ml),B복숭아(60g),S멜론(50g),S참외(50g),찹쌀보리밥(63),모듬버섯찌개,새우살채소깨무침,오이쌈장무침,비트초절이,S크로와상(30g),S우유(200ml),찹쌀보리밥(63),온청포묵국,시금치두부전,브로콜리무침,배추김치,종료,14
135,시작,B새우죽,B호두우유,B복숭아(백도)-60g,S멜론퓨레,S포도(100g),검정콩밥(55),실파맑은국,브로콜리오징어무침,진미채초무침,열무물김치,S크랜베리찹쌀케이크,S우유(200ml),검정콩밥(55),김치양파국,매콤주꾸미볶음,브로콜리무침,열무물김치,종료,14
136,시작,B타락죽,B검은깨두유(200ml),B멜론(100g),S자두(50g),S아몬드,감자밥(55),청국장찌개,삼치쌈장조림,얼갈이나물,나박김치,S쑥설기(40g),S코코아,닭살카레라이스,실파김국,닭가슴살샐러드(머스타드소스),참나물간장무침,단무지,종료,14
137,시작,B증편(40g),B검은깨두유(100ml),B사과(50g),S멜론(50g),S사과(35g),파프리카유부초밥,실파장국,옥수수치즈전,곤드레나물볶음,열무물김치,S크림떡볶이,S오미자차,찹쌀팥밥(55),올갱이된장국,청경채불고기,동초무침,콜라비나박김치,종료,15
138,시작,B노란시루떡,B(우유제외)수제바나나두유,B참외(50g),S참외(50g),S복숭아(천도)-80g,찹쌀팥밥(63),동태살무국,닭고기냉채,곤드레나물볶음,배추김치,S증편(40g),S오미자아이스크림,찹쌀팥밥(63),건새우시금치국,두부톳무침,게맛살피망채볶음,나박김치,종료,15
139,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)수제바나나두유,B복숭아(60g),S복숭아(60g),S사과(35g),기장밥(55),온도토리묵국,소면채소무침,애호박건새우볶음,B두유(200ml),S단호박샐러드,S우유(200ml),기장밥(55),닭고기채소찌개,삼겹살구이,상추쌈,배추김치,종료,11
140,시작,B고구마경단,B우유미숫가루,B사과(100g),S사과(35g),S멜론(50g),돼지고기굴소스덮밥,유부쑥갓맑은국,베이컨애호박볶음,곤드레나물볶음,열무물김치,S크랜베리찹쌀케이크,S둥글레차,고구마밥(55),오징어숙주국,참치어묵조림,건새우애호박볶음,비트초절이,종료,15
141,시작,B닭백숙,S우유(200ml),B블루베리고구마샐러드,S복숭아(60g),S사과(35g),수수밥(55),얼갈이맑은국,새우살볶음,파래무침,비트초절이,S(우유제외)아몬드사과도넛,S우유(200ml),수수밥(55),쑥갓어묵탕,새우깐풍기,브로콜리무침,석박지,종료,9
142,시작,B가래떡구이,B고구마쉐이크,B복숭아(황도)-60g,S복숭아(천도)-60g,S사과(50g),찹쌀현미밥(55),다슬기된장국,도토리묵상추무침,건새우애호박볶음,배추김치,S크림떡볶이,S둥글레차,찹쌀현미밥(55),유부쑥갓맑은국,돼지고기굴소스볶음,해초볶음,비트초절이,종료,14
143,시작,B치즈머핀,B고구마쉐이크,B복숭아(60g),S(우유제외)수박화채,S호두,감자밥(63),동태살국,칠리새우,진미채초무침,석박지,S슈크림빵,S보리차,감자밥(63),팽이장국,삼치무조림,채소샐러드,깍두기,종료,15
144,시작,B소고기미역죽,B복숭아호두스무디,S사과(35g),B복숭아(60g),S멜론(50g),율무밥(63),버섯개장,참치어묵조림,얼갈이된장나물,배추김치,콜라비나박김치,S보리차,율무밥(63),온청포묵국,닭가슴살구이+소스,애호박볶음,배추김치,종료,14
145,시작,B단호박견과류찜,B두유(150ml),B배(50g),S복숭아(60g),S멜론(50g),팥밥(63),쑥갓어묵탕,물만두,도토리묵상추무침,비트초절이,S치즈,S보리차,팥밥(63),팽이장국,새우살크림소스볶음,양배추샐러드,석박지,종료,13
146,시작,B절편(40g),B(우유제외)고구마쉐이크,B복숭아(60g),S복숭아(황도)-80g,S멜론(50g),현미밥(55),쑥갓어묵탕,애호박생선살찜,새싹채소샐러드,석박지,S단팥빵,S오미자아이스크림,현미밥(55),콩가루얼갈이배추국,참치어묵조림,브로콜리무침,배추김치,종료,13
147,시작,B소고기감자죽,B떠먹는요구르트(100ml),B단감(50g),S사과(75g),S복숭아(천도)-80g,찹쌀팥밥(55),부추미소장국,(우유제외)닭가슴살버터구이,채소샐러드,총각김치,S단호박샐러드,S코코아,찹쌀팥밥(55),가지냉국,매콤주꾸미볶음,매쉬드포테이토,나박김치,종료,13
148,시작,B소고기미역죽,B고구마쉐이크,B복숭아(60g),S푸실리샐러드,S복숭아(60g),옥수수밥(55),쑥갓어묵탕,으깬두부채소전,오이생채,나박김치,S떡볶이,S매실주스,옥수수밥(55),온도토리묵국,닭가슴살버터구이,참치애호박볶음,석박지,종료,12
149,시작,B새우크림소스볶음,B요구르트,B사과(35g),S토마토(200g),S블루베리고구마샐러드,율무밥(63),다진소고기콩나물국,오리훈제구이,양배추호두무침,깍두기,S(우유제외)수제멸치과자,S망고주스,율무밥(63),단호박새우젓국,달걀찜(30g),시래기된장무침,동치미,종료,12
150,시작,B도너츠,B고칼슘우유(100ml),B참외(100g),S복숭아(황도)-80g,S복숭아(천도)-80g,콩나물무밥,두부새우젓국,낙지떡찜,애호박볶음,오이소박이김치,S매실젤리,S둥글레차,밤찹쌀팥밥(63),버섯찌개,칠리새우,바나나사과키위샐러드,깻잎김치,종료,15
151,시작,B생선죽,B두유(100ml),B사과(50g),S수박(100g),S사과(100g),완두콩밥(63),버섯샤브샤브,새우살크림소스볶음,매콤콩나물무침,나박김치,S단호박구이,S둥글레차,김치우동,Empty,옥수수치즈전,애호박나물,석박지,종료,15
152,시작,B소고기미역죽,B두유(100ml),B복숭아(60g),S당근스틱,S키위(50g),고구마밥(55),팽이장국,수제비샐러드,무사과무침,깍두기,S쿠키,S우유(200ml),고구마밥(55),건새우시금치국,달걀우유찜,해초볶음,석박지,종료,12
153,시작,B으깬견과류고구마샐러드(요거트),B우유(100ml),B복숭아(60g),S멜론(50g),S복숭아(60g),고구마밥(63),쑥갓어묵국,매콤낙지채소볶음,아욱무침,백김치,S(우유제외)토마토스파게티,S검은깨두유(100ml),고구마밥(63),배추당면국,삼겹살구이,땅콩우엉무침,동치미,종료,14
154,시작,B치즈게살죽,B두유(100ml),B멜론(50g),S사과(35g),S참외(50g),밤찹쌀팥밥(63),쑥갓어묵탕,수제비샐러드,사과미나리무침,나박김치,S치즈케이크,S우유(200ml),밤찹쌀팥밥(63),아욱우렁된장국,으깬두부채소전,건파래자반,비트초절이,종료,13
155,시작,B(우유제외)스크램블에그,B두유(100ml),B사과(100g),S복숭아(천도)-60g,S복숭아(천도)-80g,옥수수밥(63),멸치장국,두부채소굴소스볶음,쌈채소,얼갈이배추김치,S멸치주먹밥,S토마토주스,옥수수밥(63),버섯개장,수제비샐러드,애호박건새우볶음,비트초절이,종료,15
156,시작,B단호박떡케익,B(우유제외)수제딸기두유,B복숭아(60g),S참외(50g),S자두(50g),찰현미밥(63),감자된장국,돼지고기굴소스볶음,감자당근채볶음,석박지,S치즈스틱,S둥글레차,찰현미밥(63),매콤애호박국,오리훈제구이,상추겉절이,단배추물김치,종료,12
157,시작,B우엉채소볶음밥,B고구마쉐이크,B과일샐러드(요거트드레싱),S복숭아(천도)-60g,S자두(50g),차조밥(55),다시마새우젓국,시금치두부전,건새우애호박볶음,나박김치,S크림떡볶이,S둥글레차,차조밥(55),실파장국,삼치무조림,해초볶음,콜라비나박김치,종료,15
158,시작,B치즈고구마죽,B(우유제외)수제바나나두유,B복숭아(80g),S사과(35g),S복숭아(황도)-80g,찹쌀밥(40),동태살무국,소고기당면불고기,얼갈이된장나물,비트초절이,S냉콩국+소면,S보리차,찹쌀밥(40),버섯개장,오징어채소볶음,해초볶음,배추김치,종료,15
159,시작,B볶음현미죽,B우유(200ml),B복숭아(60g),S멜론(50g),S사과(35g),밤콩밥(63),해물탕,어묵감자조림,진미채채소무침,열무물김치,S단팥빵,S우유(200ml),밤콩밥(63),얼갈이맑은국,오징어불고기,매콤숙주미나리무침,나박김치,종료,12
160,시작,B새우치즈죽,B(우유제외)수제바나나두유,B멜론(50g),S복숭아(천도)-60g,S멜론(50g),옥수수밥(55),소고기두부탕국,매콤오징어볶음,맛살양상추샐러드,배추김치,S으깬견과류고구마샐러드(요거트),S토마토주스,옥수수밥(55),콩가루얼갈이배추국,떡갈비간장조림,건취나물간장볶음,나박김치,종료,14
161,시작,B(우유제외)당근크림스프,B검은콩두유(100ml),B사과(35g),S수박(100g),S땅콩,밤밥(55),버섯무국,가자미조림,도라지볶음,오이소박이김치,S닭가슴살채소죽,S고구마쉐이크,밤밥(55),부추된장국,주꾸미간장조림,멸치볶음,비트초절이,종료,13
162,시작,B치즈스틱,B(우유제외)수제바나나두유,B멜론(50g),S복숭아(60g),S청포도(100g),검정콩밥(63),애호박새우젓국,가지구이,맛살양상추샐러드,석박지,S꼬마김밥(달걀제외),S오미자차,검정콩밥(63),콩가루얼갈이배추국,오징어무침,토마토범벅,깍두기,종료,15
163,시작,B으깬견과류고구마샐러드(요거트),B요구르트,B복숭아(60g),S사과(35g),S참외(50g),팥밥(55),해물탕,소면채소무침,감자당근채볶음,석박지,S크로와상,S우유(200ml),팥밥(55),아욱우렁된장국,삼치무조림,미역줄기채소볶음,깍두기,종료,12
164,시작,B으깬견과류고구마샐러드(요거트),B검은깨두유(200ml),B복숭아(천도)-80g,S멜론(50g),S복숭아(60g),차조밥(55),다슬기된장국,햄구이,애호박볶음,석박지,S절편(40g),S매실쥬스,차조밥(55),닭고기채소찌개,오리훈제구이,애호박나물,배추김치,종료,13
165,시작,B감자된장죽,B두유(100ml),B복숭아(황도)-60g,S사과(35g),S복숭아(황도)-80g,완두콩밥(55),콩가루얼갈이배추국,애호박생선살찜,감자당근채볶음,콜라비나박김치,S치즈머핀,S우유(200ml),완두콩밥(55),팽이장국,채소옥수수튀김,고춧잎된장무침,깍두기,종료,10
166,시작,B참나물유부초밥,B요구르트,B참외(50g),S복숭아(60g),S사과(50g),밤콩밥(55),유부쑥갓맑은국,닭고기냉채,브로콜리무침,비트초절이,S단호박설기,S매실쥬스,밤콩밥(55),동태살무국,주꾸미채소간장볶음,곤드레나물볶음,배추김치,종료,13
167,시작,B오트밀죽,B두유(100ml),B참외(50g),S사과(35g),S멜론(50g),현미밥(55),건새우된장국,오징어치즈전,감자당근채볶음,단배추물김치,S슈크림빵,S오미자차,현미밥(55),쑥완자탕,떡갈비간장조림,애호박볶음,열무물김치,종료,15
168,시작,B도너츠,B(우유제외)수제바나나두유,B사과(35g),S멜론(50g),S복숭아(천도)-80g,감자수제비,느타리버섯국,두부톳무침,당근스틱,파김치,S검은깨죽,S망고주스,옥수수밥(63),부추맑은국,삼치엿장구이,봄동나물,갓김치,종료,15
169,시작,B치즈게살죽,B(우유제외)수제바나나두유,B복숭아(황도)-60g,S멜론(50g),S복숭아(60g),쌀밥(63),닭고기채소찌개,어묵감자조림,매콤숙주미나리무침,열무물김치,S(우유제외)토마토스파게티,S우유(200ml),쌀밥(40),팽이장국,라조기,새싹채소샐러드,비트초절이,종료,12
170,시작,B감자죽,B복숭아호두스무디,B멜론(50g),S멜론퓨레,S복숭아(천도)-60g,콩나물밥,온도토리묵국,삼치무조림,무몰무침,나박김치,S떡볶이,S보리차,고구마밥(55),오징어국,소고기당면불고기,동초무침,열무김치,종료,14
171,시작,B(우유제외)두유죽,B수제블루베리바나나우유,S참외(50g),S복숭아(백도)-80g,S사과(35g),팥밥(55),실파장국,훈제오리무침,참나물간장무침,파김치,S호박죽,S우유(200ml),팥밥(55),멸치장국,돼지고기양파볶음,북어채조림,파프리카피클,종료,13
172,시작,B단호박샐러드,B(우유제외)바나나쉐이크,B복숭아(60g),S복숭아(60g),S사과(50g),잡곡밥(55),얼갈이배추국,양배추맛살나물,호박고지나물,배추김치,S크로와상,S우유(100ml),잡곡밥(55),대구지리,두부톳무침,진미채초무침,나박김치,종료,13
173,시작,B으깬견과류고구마샐러드(요거트),B(우유제외)바나나쉐이크,B복숭아(천도)-60g,S사과(35g),S멜론(50g),밤밥(63),쑥갓어묵탕,소고기무볶음,건새우애호박볶음,오이소박이김치,S샌드위치,S보리차,밤밥(63),근대국,제육볶음,채소샐러드,배추김치,종료,12
174,시작,B새우애호박죽,B검은깨두유(100ml),B복숭아(천도)-80g,S사과(35g),S오이당근스틱,찹쌀팥밥(55),배추된장국,브로콜리오징어무침,양파초절임,나박김치,S(우유제외)웨지감자구이,S떠먹는요구르트(100ml),찹쌀팥밥(55),김치어묵국,오이소고기볶음,감자당근채볶음,열무물김치,종료,15
175,시작,B치즈게살죽,B두유(100ml),B멜론(50g),S멜론(50g),S사과(35g),밤밥(63),실파장국,오리훈제구이,새싹채소샐러드,오이소박이김치,S(우유제외)토마토스파게티,S둥글레차,밤밥(63),차돌얼갈이국,옥수수채소튀김,무미역무침,열무김치,종료,12
176,시작,B고구마죽,B검은콩두유(200ml),S블루베리(50g),S복숭아(천도)-60g,B수박(100g),수수밥(55),유부대파국,닭가슴살샐러드(머스타드소스),브로콜리참깨무침,깍두기,종료,S오미자차,수수밥(55),유부맑은국,떡갈비간장조림,브로콜리무침,배추김치,종료,11
177,시작,B치즈스틱,B고구마쉐이크,B과일샐러드(요거트드레싱),S복숭아(백도)-80g,S사과(35g),현미밥(55),동태살무국,양배추낙지볶음,건새우애호박볶음,나박김치,S쿠키,S우유(200ml),현미밥(63),얼갈이배추국,닭고기냉채,건취나물간장볶음,배추김치,종료,12
178,시작,B고구마경단,B두유(100ml),B복숭아(80g),S멜론(50g),S사과(35g),율무밥(55),"만두국(달걀제외,가공만두)",으깬두부채소전,참치양파볶음,석박지,S치즈스틱,S우유(100ml),율무밥(55),매콤애호박국,소고기잡채,상추겉절이,깍두기,종료,12
179,시작,B미니핫도그,B떠먹는요구르트(100ml),B멜론(50g),S자두(50g),S(우유제외)과일화채,고구마밥(55),팽이장국,닭살카레찜,참나물간장무침,나박김치,S약식,S(우유제외)수제딸기두유,고구마밥(55),멸치장국,(우유제외)닭가슴살버터구이,양송이버섯볶음,배추김치,종료,12
180,시작,B웨지감자구이,B고칼슘우유(200ml),B참외(100g),S사과(100g),S멜론(50g),밤밥(63),두부젓국찌개,소고기토마토조림,건파래자반,열무물김치,S절편(40g),S보리차,파프리카유부초밥,팽이장국,고구마연근맛탕,양파초절임,나박김치,종료,14
